"InstallKey","ComponentSerial","ComponentCode","ComponentName","Criticality","LeadTimeFlightHours","TailNumber","ModelCode","BaseCode","BaseName","PositionNo","InstalledDate","RemovedDate","RemovalReason","DaysFitted","Sorties","Landings","FlightHours","StressHours","StressRatio","IntervalFlightHours","IntervalStressHours","WeibullShape","PctOfHourInterval","PctOfStressInterval","IsFailure","IsCensored","EventType","DowntimeHours"
"267","BATT-PACK-00058","BATT-PACK","Main battery pack","FlightCritical","8.0","MU-006","MRD-8X","COASTAL","Coastal Survey Base","1","4/1/2025 12:00:00 AM","10/27/2025 12:00:00 AM","Scheduled","209","79","176","121.8833","148.9213","1.2218","120.0","120.0","1.80","101.57","124.10","0","1","Scheduled","8.5"
"268","BATT-PACK-00059","BATT-PACK","Main battery pack","FlightCritical","8.0","MU-006","MRD-8X","COASTAL","Coastal Survey Base","1","10/27/2025 12:00:00 AM","5/27/2026 12:00:00 AM","Scheduled","212","78","179","120.0332","143.0856","1.1921","120.0","120.0","1.80","100.03","119.24","0","1","Scheduled","4.8"
"270","BATT-PACK-00061","BATT-PACK","Main battery pack","FlightCritical","8.0","MU-006","MRD-8X","COASTAL","Coastal Survey Base","2","2/10/2024 12:00:00 AM","9/16/2024 12:00:00 AM","Scheduled","219","80","165","123.6333","138.8605","1.1232","120.0","120.0","1.80","103.03","115.72","0","1","Scheduled","4.6"
"271","BATT-PACK-00062","BATT-PACK","Main battery pack","FlightCritical","8.0","MU-006","MRD-8X","COASTAL","Coastal Survey Base","2","9/16/2024 12:00:00 AM","4/3/2025 12:00:00 AM","Scheduled","199","86","173","120.2833","140.0301","1.1642","120.0","120.0","1.80","100.24","116.69","0","1","Scheduled","7.1"
"272","BATT-PACK-00063","BATT-PACK","Main battery pack","FlightCritical","8.0","MU-006","MRD-8X","COASTAL","Coastal Survey Base","2","4/3/2025 12:00:00 AM","10/28/2025 12:00:00 AM","Scheduled","208","79","176","120.9999","148.0379","1.2235","120.0","120.0","1.80","100.83","123.36","0","1","Scheduled","3.0"
"273","BATT-PACK-00064","BATT-PACK","Main battery pack","FlightCritical","8.0","MU-006","MRD-8X","COASTAL","Coastal Survey Base","2","10/28/2025 12:00:00 AM","5/28/2026 12:00:00 AM","Scheduled","212","78","178","121.1166","144.1490","1.1902","120.0","120.0","1.80","100.93","120.12","0","1","Scheduled","7.8"
"313","BATT-PACK-00066","BATT-PACK","Main battery pack","FlightCritical","8.0","MU-007","MRD-12H","ACADEMY","Training Academy","1","5/10/2024 12:00:00 AM","4/1/2025 12:00:00 AM","Scheduled","326","124","1037","120.1162","231.7841","1.9297","120.0","120.0","1.80","100.10","193.15","0","1","Scheduled","3.0"
"314","BATT-PACK-00067","BATT-PACK","Main battery pack","FlightCritical","8.0","MU-007","MRD-12H","ACADEMY","Training Academy","1","4/1/2025 12:00:00 AM","1/19/2026 12:00:00 AM","Scheduled","293","120","914","121.3502","219.0892","1.8054","120.0","120.0","1.80","101.13","182.57","0","1","Scheduled","6.6"
"315","BATT-PACK-00068","BATT-PACK","Main battery pack","FlightCritical","8.0","MU-007","MRD-12H","ACADEMY","Training Academy","1","1/19/2026 12:00:00 AM","9/19/2026 12:00:00 AM","Failure","243","93","723","94.0165","172.5642","1.8355","120.0","120.0","1.80","78.35","143.80","1","0","Unscheduled","18.4"
"317","BATT-PACK-00070","BATT-PACK","Main battery pack","FlightCritical","8.0","MU-007","MRD-12H","ACADEMY","Training Academy","2","5/10/2024 12:00:00 AM","4/1/2025 12:00:00 AM","Scheduled","326","124","1037","120.1162","231.7841","1.9297","120.0","120.0","1.80","100.10","193.15","0","1","Scheduled","4.4"
"318","BATT-PACK-00071","BATT-PACK","Main battery pack","FlightCritical","8.0","MU-007","MRD-12H","ACADEMY","Training Academy","2","4/1/2025 12:00:00 AM","1/19/2026 12:00:00 AM","Scheduled","293","120","914","121.3502","219.0892","1.8054","120.0","120.0","1.80","101.13","182.57","0","1","Scheduled","4.1"
"348","BATT-PACK-00073","BATT-PACK","Main battery pack","FlightCritical","8.0","MU-008","MRD-12H","HIGHLND","Highland Operations","1","3/16/2024 12:00:00 AM","10/8/2024 12:00:00 AM","Scheduled","206","73","152","121.1501","262.3430","2.1654","120.0","120.0","1.80","100.96","218.62","0","1","Scheduled","4.0"
"349","BATT-PACK-00074","BATT-PACK","Main battery pack","FlightCritical","8.0","MU-008","MRD-12H","HIGHLND","Highland Operations","1","10/8/2024 12:00:00 AM","4/18/2025 12:00:00 AM","Scheduled","192","74","127","120.0665","263.6691","2.1960","120.0","120.0","1.80","100.06","219.72","0","1","Scheduled","2.9"
"350","BATT-PACK-00075","BATT-PACK","Main battery pack","FlightCritical","8.0","MU-008","MRD-12H","HIGHLND","Highland Operations","1","4/18/2025 12:00:00 AM","10/11/2025 12:00:00 AM","Scheduled","176","67","127","120.0835","262.8997","2.1893","120.0","120.0","1.80","100.07","219.08","0","1","Scheduled","5.4"
"351","BATT-PACK-00076","BATT-PACK","Main battery pack","FlightCritical","8.0","MU-008","MRD-12H","HIGHLND","Highland Operations","1","10/11/2025 12:00:00 AM","4/7/2026 12:00:00 AM","Scheduled","178","70","141","120.7166","256.2079","2.1224","120.0","120.0","1.80","100.60","213.51","0","1","Scheduled","8.0"
"353","BATT-PACK-00078","BATT-PACK","Main battery pack","FlightCritical","8.0","MU-008","MRD-12H","HIGHLND","Highland Operations","2","3/16/2024 12:00:00 AM","10/8/2024 12:00:00 AM","Scheduled","206","73","152","121.1501","262.3430","2.1654","120.0","120.0","1.80","100.96","218.62","0","1","Scheduled","4.4"
"354","BATT-PACK-00079","BATT-PACK","Main battery pack","FlightCritical","8.0","MU-008","MRD-12H","HIGHLND","Highland Operations","2","10/8/2024 12:00:00 AM","4/18/2025 12:00:00 AM","Scheduled","192","74","127","120.0665","263.6691","2.1960","120.0","120.0","1.80","100.06","219.72","0","1","Scheduled","4.5"
"355","BATT-PACK-00080","BATT-PACK","Main battery pack","FlightCritical","8.0","MU-008","MRD-12H","HIGHLND","Highland Operations","2","4/18/2025 12:00:00 AM","10/11/2025 12:00:00 AM","Scheduled","176","67","127","120.0835","262.8997","2.1893","120.0","120.0","1.80","100.07","219.08","0","1","Scheduled","6.9"
"356","BATT-PACK-00081","BATT-PACK","Main battery pack","FlightCritical","8.0","MU-008","MRD-12H","HIGHLND","Highland Operations","2","10/11/2025 12:00:00 AM","2/14/2026 12:00:00 AM","Failure","126","52","103","91.2001","194.9271","2.1374","120.0","120.0","1.80","76.00","162.44","1","0","Unscheduled","23.4"
"357","BATT-PACK-00082","BATT-PACK","Main battery pack","FlightCritical","8.0","MU-008","MRD-12H","HIGHLND","Highland Operations","2","2/14/2026 12:00:00 AM","5/2/2026 12:00:00 AM","Failure","77","22","44","37.6998","81.1994","2.1538","120.0","120.0","1.80","31.42","67.67","1","0","Unscheduled","8.5"
"406","BATT-PACK-00084","BATT-PACK","Main battery pack","FlightCritical","8.0","MU-009","MRD-8X","COASTAL","Coastal Survey Base","1","1/13/2024 12:00:00 AM","7/27/2024 12:00:00 AM","Scheduled","196","81","162","120.1833","146.6687","1.2204","120.0","120.0","1.80","100.15","122.22","0","1","Scheduled","2.7"
"407","BATT-PACK-00085","BATT-PACK","Main battery pack","FlightCritical","8.0","MU-009","MRD-8X","COASTAL","Coastal Survey Base","1","7/27/2024 12:00:00 AM","1/10/2025 12:00:00 AM","Scheduled","167","74","147","120.7663","133.5808","1.1061","120.0","120.0","1.80","100.64","111.32","0","1","Scheduled","7.4"
"408","BATT-PACK-00086","BATT-PACK","Main battery pack","FlightCritical","8.0","MU-009","MRD-8X","COASTAL","Coastal Survey Base","1","1/10/2025 12:00:00 AM","7/28/2025 12:00:00 AM","Scheduled","199","81","154","122.2000","131.5655","1.0766","120.0","120.0","1.80","101.83","109.64","0","1","Scheduled","8.1"
"409","BATT-PACK-00087","BATT-PACK","Main battery pack","FlightCritical","8.0","MU-009","MRD-8X","COASTAL","Coastal Survey Base","1","7/28/2025 12:00:00 AM","1/30/2026 12:00:00 AM","Scheduled","186","82","193","120.5661","140.2043","1.1629","120.0","120.0","1.80","100.47","116.84","0","1","Scheduled","4.1"
"410","BATT-PACK-00088","BATT-PACK","Main battery pack","FlightCritical","8.0","MU-009","MRD-8X","COASTAL","Coastal Survey Base","1","1/30/2026 12:00:00 AM","7/27/2026 12:00:00 AM","Failure","178","75","153","117.6005","143.9957","1.2244","120.0","120.0","1.80","98.00","120.00","1","0","Unscheduled","15.9"
"412","BATT-PACK-00090","BATT-PACK","Main battery pack","FlightCritical","8.0","MU-009","MRD-8X","COASTAL","Coastal Survey Base","2","1/13/2024 12:00:00 AM","7/27/2024 12:00:00 AM","Scheduled","196","81","162","120.1833","146.6687","1.2204","120.0","120.0","1.80","100.15","122.22","0","1","Scheduled","4.4"
"413","BATT-PACK-00091","BATT-PACK","Main battery pack","FlightCritical","8.0","MU-009","MRD-8X","COASTAL","Coastal Survey Base","2","7/27/2024 12:00:00 AM","1/10/2025 12:00:00 AM","Scheduled","167","74","147","120.7663","133.5808","1.1061","120.0","120.0","1.80","100.64","111.32","0","1","Scheduled","3.3"
"414","BATT-PACK-00092","BATT-PACK","Main battery pack","FlightCritical","8.0","MU-009","MRD-8X","COASTAL","Coastal Survey Base","2","1/10/2025 12:00:00 AM","7/28/2025 12:00:00 AM","Scheduled","199","81","154","122.2000","131.5655","1.0766","120.0","120.0","1.80","101.83","109.64","0","1","Scheduled","7.2"
"415","BATT-PACK-00093","BATT-PACK","Main battery pack","FlightCritical","8.0","MU-009","MRD-8X","COASTAL","Coastal Survey Base","2","7/28/2025 12:00:00 AM","1/30/2026 12:00:00 AM","Scheduled","186","82","193","120.5661","140.2043","1.1629","120.0","120.0","1.80","100.47","116.84","0","1","Scheduled","8.5"
"416","BATT-PACK-00094","BATT-PACK","Main battery pack","FlightCritical","8.0","MU-009","MRD-8X","COASTAL","Coastal Survey Base","2","1/30/2026 12:00:00 AM","7/27/2026 12:00:00 AM","Failure","178","75","153","117.6005","143.9957","1.2244","120.0","120.0","1.80","98.00","120.00","1","0","Unscheduled","21.7"
"462","BATT-PACK-00096","BATT-PACK","Main battery pack","FlightCritical","8.0","MU-010","MRD-12H","COASTAL","Coastal Survey Base","1","4/9/2024 12:00:00 AM","11/26/2024 12:00:00 AM","Scheduled","231","78","146","123.9666","141.8763","1.1445","120.0","120.0","1.80","103.31","118.23","0","1","Scheduled","4.4"
"463","BATT-PACK-00097","BATT-PACK","Main battery pack","FlightCritical","8.0","MU-010","MRD-12H","COASTAL","Coastal Survey Base","1","11/26/2024 12:00:00 AM","6/12/2025 12:00:00 AM","Scheduled","198","78","142","120.9331","133.3847","1.1030","120.0","120.0","1.80","100.78","111.15","0","1","Scheduled","4.4"
"464","BATT-PACK-00098","BATT-PACK","Main battery pack","FlightCritical","8.0","MU-010","MRD-12H","COASTAL","Coastal Survey Base","1","6/12/2025 12:00:00 AM","2/10/2026 12:00:00 AM","Scheduled","243","79","145","121.6503","130.5478","1.0731","120.0","120.0","1.80","101.38","108.79","0","1","Scheduled","4.5"
"465","BATT-PACK-00099","BATT-PACK","Main battery pack","FlightCritical","8.0","MU-010","MRD-12H","COASTAL","Coastal Survey Base","1","2/10/2026 12:00:00 AM","8/20/2026 12:00:00 AM","Scheduled","191","73","161","120.4833","141.5023","1.1745","120.0","120.0","1.80","100.40","117.92","0","1","Scheduled","4.8"
"467","BATT-PACK-00101","BATT-PACK","Main battery pack","FlightCritical","8.0","MU-010","MRD-12H","COASTAL","Coastal Survey Base","2","4/9/2024 12:00:00 AM","11/26/2024 12:00:00 AM","Scheduled","231","78","146","123.9666","141.8763","1.1445","120.0","120.0","1.80","103.31","118.23","0","1","Scheduled","5.2"
"468","BATT-PACK-00102","BATT-PACK","Main battery pack","FlightCritical","8.0","MU-010","MRD-12H","COASTAL","Coastal Survey Base","2","11/26/2024 12:00:00 AM","6/12/2025 12:00:00 AM","Scheduled","198","78","142","120.9331","133.3847","1.1030","120.0","120.0","1.80","100.78","111.15","0","1","Scheduled","4.5"
"469","BATT-PACK-00103","BATT-PACK","Main battery pack","FlightCritical","8.0","MU-010","MRD-12H","COASTAL","Coastal Survey Base","2","6/12/2025 12:00:00 AM","2/10/2026 12:00:00 AM","Scheduled","243","79","145","121.6503","130.5478","1.0731","120.0","120.0","1.80","101.38","108.79","0","1","Scheduled","3.8"
"470","BATT-PACK-00104","BATT-PACK","Main battery pack","FlightCritical","8.0","MU-010","MRD-12H","COASTAL","Coastal Survey Base","2","2/10/2026 12:00:00 AM","7/10/2026 12:00:00 AM","Failure","150","56","131","92.1001","110.4362","1.1991","120.0","120.0","1.80","76.75","92.03","1","0","Unscheduled","9.7"
"509","BATT-PACK-00106","BATT-PACK","Main battery pack","FlightCritical","8.0","MU-011","MRD-12H","HIGHLND","Highland Operations","1","5/24/2024 12:00:00 AM","11/20/2024 12:00:00 AM","Scheduled","180","72","134","120.0001","260.5388","2.1712","120.0","120.0","1.80","100.00","217.12","0","1","Scheduled","5.0"
"510","BATT-PACK-00107","BATT-PACK","Main battery pack","FlightCritical","8.0","MU-011","MRD-12H","HIGHLND","Highland Operations","1","11/20/2024 12:00:00 AM","6/10/2025 12:00:00 AM","Scheduled","202","71","148","120.7502","268.5860","2.2243","120.0","120.0","1.80","100.63","223.82","0","1","Scheduled","4.6"
"511","BATT-PACK-00108","BATT-PACK","Main battery pack","FlightCritical","8.0","MU-011","MRD-12H","HIGHLND","Highland Operations","1","6/10/2025 12:00:00 AM","11/11/2025 12:00:00 AM","Failure","154","60","117","99.9669","216.0242","2.1610","120.0","120.0","1.80","83.31","180.02","1","0","Unscheduled","26.5"
"512","BATT-PACK-00109","BATT-PACK","Main battery pack","FlightCritical","8.0","MU-011","MRD-12H","HIGHLND","Highland Operations","1","11/11/2025 12:00:00 AM","5/25/2026 12:00:00 AM","Scheduled","195","70","136","121.7501","253.3591","2.0810","120.0","120.0","1.80","101.46","211.13","0","1","Scheduled","7.0"
"514","BATT-PACK-00111","BATT-PACK","Main battery pack","FlightCritical","8.0","MU-011","MRD-12H","HIGHLND","Highland Operations","2","5/24/2024 12:00:00 AM","11/20/2024 12:00:00 AM","Scheduled","180","72","134","120.0001","260.5388","2.1712","120.0","120.0","1.80","100.00","217.12","0","1","Scheduled","3.9"
"515","BATT-PACK-00112","BATT-PACK","Main battery pack","FlightCritical","8.0","MU-011","MRD-12H","HIGHLND","Highland Operations","2","11/20/2024 12:00:00 AM","4/17/2025 12:00:00 AM","Failure","148","49","98","82.8667","188.9488","2.2802","120.0","120.0","1.80","69.06","157.46","1","0","Unscheduled","9.4"
"516","BATT-PACK-00113","BATT-PACK","Main battery pack","FlightCritical","8.0","MU-011","MRD-12H","HIGHLND","Highland Operations","2","4/17/2025 12:00:00 AM","10/13/2025 12:00:00 AM","Scheduled","179","70","140","120.1505","254.9273","2.1217","120.0","120.0","1.80","100.13","212.44","0","1","Scheduled","4.9"
"517","BATT-PACK-00114","BATT-PACK","Main battery pack","FlightCritical","8.0","MU-011","MRD-12H","HIGHLND","Highland Operations","2","10/13/2025 12:00:00 AM","3/11/2026 12:00:00 AM","Failure","149","58","119","97.0501","206.3729","2.1265","120.0","120.0","1.80","80.88","171.98","1","0","Unscheduled","24.2"
"518","BATT-PACK-00115","BATT-PACK","Main battery pack","FlightCritical","8.0","MU-011","MRD-12H","HIGHLND","Highland Operations","2","3/11/2026 12:00:00 AM","9/25/2026 12:00:00 AM","Scheduled","198","70","133","120.7332","260.1055","2.1544","120.0","120.0","1.80","100.61","216.75","0","1","Scheduled","3.6"
"561","BATT-PACK-00117","BATT-PACK","Main battery pack","FlightCritical","8.0","MU-012","MRD-8X","COASTAL","Coastal Survey Base","1","3/23/2024 12:00:00 AM","10/24/2024 12:00:00 AM","Scheduled","215","78","164","120.0498","145.1397","1.2090","120.0","120.0","1.80","100.04","120.95","0","1","Scheduled","7.8"
"562","BATT-PACK-00118","BATT-PACK","Main battery pack","FlightCritical","8.0","MU-012","MRD-8X","COASTAL","Coastal Survey Base","1","10/24/2024 12:00:00 AM","5/26/2025 12:00:00 AM","Scheduled","214","84","193","120.9666","144.7168","1.1963","120.0","120.0","1.80","100.81","120.60","0","1","Scheduled","5.5"
"563","BATT-PACK-00119","BATT-PACK","Main battery pack","FlightCritical","8.0","MU-012","MRD-8X","COASTAL","Coastal Survey Base","1","5/26/2025 12:00:00 AM","12/19/2025 12:00:00 AM","Scheduled","207","78","149","120.3835","138.7974","1.1530","120.0","120.0","1.80","100.32","115.66","0","1","Scheduled","6.7"
"564","BATT-PACK-00120","BATT-PACK","Main battery pack","FlightCritical","8.0","MU-012","MRD-8X","COASTAL","Coastal Survey Base","1","12/19/2025 12:00:00 AM","7/27/2026 12:00:00 AM","Scheduled","220","78","175","121.2501","148.2621","1.2228","120.0","120.0","1.80","101.04","123.55","0","1","Scheduled","3.6"
"566","BATT-PACK-00122","BATT-PACK","Main battery pack","FlightCritical","8.0","MU-012","MRD-8X","COASTAL","Coastal Survey Base","2","3/23/2024 12:00:00 AM","10/24/2024 12:00:00 AM","Scheduled","215","78","164","120.0498","145.1397","1.2090","120.0","120.0","1.80","100.04","120.95","0","1","Scheduled","2.8"
"567","BATT-PACK-00123","BATT-PACK","Main battery pack","FlightCritical","8.0","MU-012","MRD-8X","COASTAL","Coastal Survey Base","2","10/24/2024 12:00:00 AM","5/26/2025 12:00:00 AM","Scheduled","214","84","193","120.9666","144.7168","1.1963","120.0","120.0","1.80","100.81","120.60","0","1","Scheduled","8.5"
"568","BATT-PACK-00124","BATT-PACK","Main battery pack","FlightCritical","8.0","MU-012","MRD-8X","COASTAL","Coastal Survey Base","2","5/26/2025 12:00:00 AM","11/18/2025 12:00:00 AM","Failure","176","64","122","97.1667","110.8617","1.1409","120.0","120.0","1.80","80.97","92.38","1","0","Unscheduled","14.1"
"569","BATT-PACK-00125","BATT-PACK","Main battery pack","FlightCritical","8.0","MU-012","MRD-8X","COASTAL","Coastal Survey Base","2","11/18/2025 12:00:00 AM","6/18/2026 12:00:00 AM","Scheduled","212","75","164","120.5168","144.8780","1.2021","120.0","120.0","1.80","100.43","120.73","0","1","Scheduled","7.6"
"606","BATT-PACK-00127","BATT-PACK","Main battery pack","FlightCritical","8.0","MU-013","MRD-8X","HIGHLND","Highland Operations","1","7/27/2024 12:00:00 AM","1/31/2025 12:00:00 AM","Scheduled","188","69","133","121.5833","266.9448","2.1956","120.0","120.0","1.80","101.32","222.45","0","1","Scheduled","6.5"
"607","BATT-PACK-00128","BATT-PACK","Main battery pack","FlightCritical","8.0","MU-013","MRD-8X","HIGHLND","Highland Operations","1","1/31/2025 12:00:00 AM","8/7/2025 12:00:00 AM","Scheduled","188","74","149","121.5334","263.6723","2.1695","120.0","120.0","1.80","101.28","219.73","0","1","Scheduled","6.9"
"608","BATT-PACK-00129","BATT-PACK","Main battery pack","FlightCritical","8.0","MU-013","MRD-8X","HIGHLND","Highland Operations","1","8/7/2025 12:00:00 AM","12/19/2025 12:00:00 AM","Failure","134","50","87","83.8501","167.3239","1.9955","120.0","120.0","1.80","69.88","139.44","1","0","Unscheduled","14.8"
"609","BATT-PACK-00130","BATT-PACK","Main battery pack","FlightCritical","8.0","MU-013","MRD-8X","HIGHLND","Highland Operations","1","12/19/2025 12:00:00 AM","1/14/2026 12:00:00 AM","AirframeRetired","26","11","26","16.9334","36.8644","2.1770","120.0","120.0","1.80","14.11","30.72","0","1","Inspection","5.3"
"610","BATT-PACK-00131","BATT-PACK","Main battery pack","FlightCritical","8.0","MU-013","MRD-8X","HIGHLND","Highland Operations","2","7/27/2024 12:00:00 AM","1/1/2025 12:00:00 AM","Failure","158","56","106","98.2167","217.8226","2.2178","120.0","120.0","1.80","81.85","181.52","1","0","Unscheduled","24.1"
"611","BATT-PACK-00132","BATT-PACK","Main battery pack","FlightCritical","8.0","MU-013","MRD-8X","HIGHLND","Highland Operations","2","1/1/2025 12:00:00 AM","7/8/2025 12:00:00 AM","Scheduled","188","74","148","121.6000","264.8578","2.1781","120.0","120.0","1.80","101.33","220.71","0","1","Scheduled","6.4"
"612","BATT-PACK-00133","BATT-PACK","Main battery pack","FlightCritical","8.0","MU-013","MRD-8X","HIGHLND","Highland Operations","2","7/8/2025 12:00:00 AM","1/10/2026 12:00:00 AM","Scheduled","186","72","138","120.5668","243.2085","2.0172","120.0","120.0","1.80","100.47","202.67","0","1","Scheduled","6.0"
