"InvoiceNo","CustomerID","CustomerName","Segment","Region","SalesRep","RiskTier","CreditLimit","CollectorID","CollectorName","Team","TermsCode","NetDays","DiscountPct","InvoiceDate","DueDate","InvoiceAmount","PaidToDate","DiscountToDate","CreditMemoToDate","WriteOffToDate","OpenBalance","OverAppliedAmount","IsOpen","IsPastDue","DaysPastDue","BucketKey","BucketName","RiskWeight","IsDisputedOpen","DisputeReason"
"INV-023459","C0297","Apex Mechanical - Southeast 3","Contractor","Southeast","Dana Whitfield","High","30000.00","COL-04","Tomas Okafor","Commercial","NET30","30","0.00","2025-07-30","2025-08-29","6653.78","0.00","0.00","0.00","0.00","6653.78","0.00","1","1","124","5","90+","1.00","0",""
"INV-023480","C0036","Harbor Builders - West","Contractor","West","Owen Price","Low","145000.00","COL-03","Elena Ruiz","Commercial","NET60","60","0.00","2025-07-31","2025-09-29","932.03","0.00","0.00","0.00","0.00","932.03","0.00","1","1","93","5","90+","1.00","0",""
"INV-023496","C0132","Keystone Contracting","Contractor","West","Maya Brennan","High","105000.00","COL-04","Tomas Okafor","Commercial","NET60","60","0.00","2025-07-31","2025-09-29","1749.36","0.00","0.00","0.00","0.00","1749.36","0.00","1","1","93","5","90+","1.00","0",""
"INV-023525","C0307","Westbrook Contracting - Northeast","Contractor","Northeast","Nadia Farouk","Medium","85000.00","COL-03","Elena Ruiz","Commercial","NET30","30","0.00","2025-07-31","2025-08-30","3010.22","1204.09","0.00","0.00","0.00","1806.13","0.00","1","1","123","5","90+","1.00","0",""
"INV-023561","C0132","Keystone Contracting","Contractor","West","Maya Brennan","High","105000.00","COL-04","Tomas Okafor","Commercial","NET60","60","0.00","2025-08-01","2025-09-30","1696.50","0.00","0.00","0.00","0.00","1696.50","0.00","1","1","92","5","90+","1.00","0",""
"INV-023620","C0132","Keystone Contracting","Contractor","West","Maya Brennan","High","105000.00","COL-04","Tomas Okafor","Commercial","NET60","60","0.00","2025-08-04","2025-10-03","2087.69","0.00","0.00","0.00","0.00","2087.69","0.00","1","1","89","4","61-90","0.75","0",""
"INV-023642","C0302","Crestview Contracting - Northeast 3","Contractor","Northeast","Nadia Farouk","High","125000.00","COL-04","Tomas Okafor","Commercial","2/10NET30","30","2.00","2025-08-04","2025-09-03","1367.51","0.00","0.00","0.00","0.00","1367.51","0.00","1","1","119","5","90+","1.00","0",""
"INV-023648","C0324","Pioneer Construction","Contractor","Southeast","Dana Whitfield","High","145000.00","COL-03","Elena Ruiz","Commercial","2/10NET30","30","2.00","2025-08-04","2025-09-03","3377.95","0.00","0.00","0.00","0.00","3377.95","0.00","1","1","119","5","90+","1.00","0",""
"INV-023708","C0297","Apex Mechanical - Southeast 3","Contractor","Southeast","Dana Whitfield","High","30000.00","COL-04","Tomas Okafor","Commercial","NET30","30","0.00","2025-08-05","2025-09-04","6623.99","0.00","0.00","0.00","0.00","6623.99","0.00","1","1","118","5","90+","1.00","0",""
"INV-023709","C0302","Crestview Contracting - Northeast 3","Contractor","Northeast","Nadia Farouk","High","125000.00","COL-04","Tomas Okafor","Commercial","2/10NET30","30","2.00","2025-08-05","2025-09-04","6090.11","0.00","0.00","0.00","0.00","6090.11","0.00","1","1","118","5","90+","1.00","0",""
"INV-023722","C0376","Summit Components - Midwest","OEM Manufacturer","Midwest","Hana Sato","High","565000.00","COL-01","Priya Natarajan","Strategic Accounts","NET45","45","0.00","2025-08-05","2025-09-19","3775.75","0.00","0.00","0.00","0.00","3775.75","0.00","1","1","103","5","90+","1.00","0",""
"INV-023752","C0238","Oakmont Builders - Midwest","Contractor","Midwest","Ben Kowalczyk","Low","145000.00","COL-04","Tomas Okafor","Commercial","NET30","30","0.00","2025-08-06","2025-09-05","843.00","0.00","0.00","0.00","0.00","843.00","0.00","1","1","117","5","90+","1.00","0",""
"INV-023756","C0271","Riverbend Electric - Midwest 3","Contractor","Midwest","Hana Sato","High","140000.00","COL-03","Elena Ruiz","Commercial","2/10NET30","30","2.00","2025-08-06","2025-09-05","2262.80","0.00","0.00","0.00","0.00","2262.80","0.00","1","1","117","5","90+","1.00","0",""
"INV-023767","C0302","Crestview Contracting - Northeast 3","Contractor","Northeast","Nadia Farouk","High","125000.00","COL-04","Tomas Okafor","Commercial","2/10NET30","30","2.00","2025-08-06","2025-09-05","1084.68","0.00","0.00","0.00","0.00","1084.68","0.00","1","1","117","5","90+","1.00","0",""
"INV-023845","C0386","Bluewater Electric","Contractor","West","Maya Brennan","High","100000.00","COL-03","Elena Ruiz","Commercial","NET60","60","0.00","2025-08-07","2025-10-06","5958.39","0.00","0.00","0.00","0.00","5958.39","0.00","1","1","86","4","61-90","0.75","0","PO Mismatch"
"INV-023860","C0059","Apex Mechanical","Contractor","Midwest","Ben Kowalczyk","High","150000.00","COL-02","Marcus Bell","Strategic Accounts","NET30","30","0.00","2025-08-08","2025-09-07","2340.72","0.00","0.00","0.00","0.00","2340.72","0.00","1","1","115","5","90+","1.00","0",""
"INV-023884","C0232","Titan Builders - Southwest","Contractor","Southwest","Kevin Ames","High","105000.00","COL-04","Tomas Okafor","Commercial","2/10NET30","30","2.00","2025-08-08","2025-09-07","913.88","0.00","0.00","0.00","0.00","913.88","0.00","1","1","115","5","90+","1.00","0",""
"INV-023889","C0271","Riverbend Electric - Midwest 3","Contractor","Midwest","Hana Sato","High","140000.00","COL-03","Elena Ruiz","Commercial","2/10NET30","30","2.00","2025-08-08","2025-09-07","1516.96","0.00","0.00","0.00","0.00","1516.96","0.00","1","1","115","5","90+","1.00","0",""
"INV-023952","C0297","Apex Mechanical - Southeast 3","Contractor","Southeast","Dana Whitfield","High","30000.00","COL-04","Tomas Okafor","Commercial","NET30","30","0.00","2025-08-11","2025-09-10","6073.46","0.00","0.00","0.00","0.00","6073.46","0.00","1","1","112","5","90+","1.00","0",""
"INV-023954","C0302","Crestview Contracting - Northeast 3","Contractor","Northeast","Nadia Farouk","High","125000.00","COL-04","Tomas Okafor","Commercial","2/10NET30","30","2.00","2025-08-11","2025-09-10","1046.01","0.00","0.00","0.00","0.00","1046.01","0.00","1","1","112","5","90+","1.00","0",""
"INV-024004","C0232","Titan Builders - Southwest","Contractor","Southwest","Kevin Ames","High","105000.00","COL-04","Tomas Okafor","Commercial","2/10NET30","30","2.00","2025-08-12","2025-09-11","6219.33","0.00","0.00","0.00","0.00","6219.33","0.00","1","1","111","5","90+","1.00","0",""
"INV-024014","C0271","Riverbend Electric - Midwest 3","Contractor","Midwest","Hana Sato","High","140000.00","COL-03","Elena Ruiz","Commercial","2/10NET30","30","2.00","2025-08-12","2025-09-11","2247.11","0.00","0.00","0.00","0.00","2247.11","0.00","1","1","111","5","90+","1.00","0",""
"INV-024015","C0277","Lakeshore Construction - West","Contractor","West","Maya Brennan","High","25000.00","COL-04","Tomas Okafor","Commercial","2/10NET30","30","2.00","2025-08-12","2025-09-11","4672.34","0.00","0.00","0.00","0.00","4672.34","0.00","1","1","111","5","90+","1.00","0",""
"INV-024036","C0386","Bluewater Electric","Contractor","West","Maya Brennan","High","100000.00","COL-03","Elena Ruiz","Commercial","NET60","60","0.00","2025-08-12","2025-10-11","1601.70","0.00","0.00","0.00","0.00","1601.70","0.00","1","1","81","4","61-90","0.75","0",""
"INV-024037","C0391","Keystone MRO Services - Northeast","MRO Reseller","Northeast","Adrian Cole","Low","30000.00","COL-05","Grace Lindqvist","Small Business","NET30","30","0.00","2025-08-12","2025-09-11","3595.83","0.00","0.00","0.00","0.00","3595.83","0.00","1","1","111","5","90+","1.00","0",""
"INV-024049","C0059","Apex Mechanical","Contractor","Midwest","Ben Kowalczyk","High","150000.00","COL-02","Marcus Bell","Strategic Accounts","NET30","30","0.00","2025-08-13","2025-09-12","7727.08","0.00","0.00","0.00","0.00","7727.08","0.00","1","1","110","5","90+","1.00","0",""
"INV-024054","C0132","Keystone Contracting","Contractor","West","Maya Brennan","High","105000.00","COL-04","Tomas Okafor","Commercial","NET60","60","0.00","2025-08-13","2025-10-12","2630.48","0.00","0.00","0.00","0.00","2630.48","0.00","1","1","80","4","61-90","0.75","0",""
"INV-024073","C0252","Ironbridge School District","Institutional","Midwest","Hana Sato","Low","70000.00","COL-04","Tomas Okafor","Commercial","NET90","90","0.00","2025-08-13","2025-11-11","2066.18","1239.71","0.00","0.00","0.00","826.47","0.00","1","1","50","3","31-60","0.50","0",""
"INV-024143","C0324","Pioneer Construction","Contractor","Southeast","Dana Whitfield","High","145000.00","COL-03","Elena Ruiz","Commercial","2/10NET30","30","2.00","2025-08-14","2025-09-13","4885.06","0.00","0.00","0.00","0.00","4885.06","0.00","1","1","109","5","90+","1.00","0",""
"INV-024202","C0324","Pioneer Construction","Contractor","Southeast","Dana Whitfield","High","145000.00","COL-03","Elena Ruiz","Commercial","2/10NET30","30","2.00","2025-08-15","2025-09-14","2271.31","0.00","0.00","0.00","0.00","2271.31","0.00","1","1","108","5","90+","1.00","0",""
"INV-024212","C0386","Bluewater Electric","Contractor","West","Maya Brennan","High","100000.00","COL-03","Elena Ruiz","Commercial","NET60","60","0.00","2025-08-15","2025-10-14","836.25","0.00","0.00","0.00","0.00","836.25","0.00","1","1","78","4","61-90","0.75","0",""
"INV-024224","C0059","Apex Mechanical","Contractor","Midwest","Ben Kowalczyk","High","150000.00","COL-02","Marcus Bell","Strategic Accounts","NET30","30","0.00","2025-08-18","2025-09-17","1756.99","0.00","0.00","0.00","0.00","1756.99","0.00","1","1","105","5","90+","1.00","0",""
"INV-024258","C0273","Oakmont Fabrication","OEM Manufacturer","Southeast","Dana Whitfield","Medium","395000.00","COL-01","Priya Natarajan","Strategic Accounts","NET45","45","0.00","2025-08-18","2025-10-02","1820.06","873.63","0.00","364.01","0.00","582.42","0.00","1","1","90","4","61-90","0.75","0","Pricing"
"INV-024269","C0351","Ironbridge Components","OEM Manufacturer","Midwest","Hana Sato","High","450000.00","COL-01","Priya Natarajan","Strategic Accounts","NET45","45","0.00","2025-08-18","2025-10-02","13256.78","0.00","0.00","0.00","0.00","13256.78","0.00","1","1","90","4","61-90","0.75","0",""
"INV-024290","C0132","Keystone Contracting","Contractor","West","Maya Brennan","High","105000.00","COL-04","Tomas Okafor","Commercial","NET60","60","0.00","2025-08-19","2025-10-18","5565.47","0.00","0.00","0.00","0.00","5565.47","0.00","1","1","74","4","61-90","0.75","0",""
"INV-024336","C0059","Apex Mechanical","Contractor","Midwest","Ben Kowalczyk","High","150000.00","COL-02","Marcus Bell","Strategic Accounts","NET30","30","0.00","2025-08-20","2025-09-19","801.98","0.00","0.00","0.00","0.00","801.98","0.00","1","1","103","5","90+","1.00","0",""
"INV-024436","C0302","Crestview Contracting - Northeast 3","Contractor","Northeast","Nadia Farouk","High","125000.00","COL-04","Tomas Okafor","Commercial","2/10NET30","30","2.00","2025-08-21","2025-09-20","884.67","0.00","0.00","0.00","0.00","884.67","0.00","1","1","102","5","90+","1.00","0",""
"INV-024446","C0386","Bluewater Electric","Contractor","West","Maya Brennan","High","100000.00","COL-03","Elena Ruiz","Commercial","NET60","60","0.00","2025-08-21","2025-10-20","7354.36","0.00","0.00","0.00","0.00","7354.36","0.00","1","1","72","4","61-90","0.75","0",""
"INV-024496","C0294","Titan Components","OEM Manufacturer","Northeast","Adrian Cole","Low","215000.00","COL-01","Priya Natarajan","Strategic Accounts","NET60","60","0.00","2025-08-22","2025-10-21","2883.43","0.00","0.00","0.00","0.00","2883.43","0.00","1","1","71","4","61-90","0.75","0",""
"INV-024564","C0324","Pioneer Construction","Contractor","Southeast","Dana Whitfield","High","145000.00","COL-03","Elena Ruiz","Commercial","2/10NET30","30","2.00","2025-08-25","2025-09-24","2695.12","0.00","0.00","0.00","0.00","2695.12","0.00","1","1","98","5","90+","1.00","0",""
"INV-024575","C0366","Westbrook Industries - West","OEM Manufacturer","West","Owen Price","Medium","320000.00","COL-02","Marcus Bell","Strategic Accounts","NET60","60","0.00","2025-08-25","2025-10-24","10923.61","0.00","0.00","0.00","0.00","10923.61","0.00","1","1","68","4","61-90","0.75","0",""
"INV-024665","C0080","Frontier Maintenance Supply","MRO Reseller","Northeast","Adrian Cole","Medium","50000.00","COL-05","Grace Lindqvist","Small Business","NET30","30","0.00","2025-08-27","2025-09-26","1576.11","0.00","0.00","0.00","0.00","1576.11","0.00","1","1","96","5","90+","1.00","0",""
"INV-024707","C0386","Bluewater Electric","Contractor","West","Maya Brennan","High","100000.00","COL-03","Elena Ruiz","Commercial","NET60","60","0.00","2025-08-27","2025-10-26","1851.58","0.00","0.00","0.00","0.00","1851.58","0.00","1","1","66","4","61-90","0.75","0",""
"INV-024767","C0386","Bluewater Electric","Contractor","West","Maya Brennan","High","100000.00","COL-03","Elena Ruiz","Commercial","NET60","60","0.00","2025-08-28","2025-10-27","1471.66","0.00","0.00","0.00","0.00","1471.66","0.00","1","1","65","4","61-90","0.75","0",""
"INV-024818","C0277","Lakeshore Construction - West","Contractor","West","Maya Brennan","High","25000.00","COL-04","Tomas Okafor","Commercial","2/10NET30","30","2.00","2025-08-29","2025-09-28","3453.68","0.00","0.00","0.00","0.00","3453.68","0.00","1","1","94","5","90+","1.00","0",""
"INV-024830","C0351","Ironbridge Components","OEM Manufacturer","Midwest","Hana Sato","High","450000.00","COL-01","Priya Natarajan","Strategic Accounts","NET45","45","0.00","2025-08-29","2025-10-13","1916.52","0.00","0.00","0.00","0.00","1916.52","0.00","1","1","79","4","61-90","0.75","0",""
"INV-024858","C0153","Redline Water Authority","Institutional","Southeast","Luis Moreno","Low","200000.00","COL-02","Marcus Bell","Strategic Accounts","NET90","90","0.00","2025-09-01","2025-11-30","6941.34","0.00","0.00","0.00","0.00","6941.34","0.00","1","1","31","3","31-60","0.50","0",""
"INV-024955","C0310","Harbor Water Authority","Institutional","Midwest","Hana Sato","Low","170000.00","COL-01","Priya Natarajan","Strategic Accounts","NET90","90","0.00","2025-09-02","2025-12-01","10439.25","6263.55","0.00","0.00","0.00","4175.70","0.00","1","1","30","2","1-30","0.25","0",""
"INV-025007","C0324","Pioneer Construction","Contractor","Southeast","Dana Whitfield","High","145000.00","COL-03","Elena Ruiz","Commercial","2/10NET30","30","2.00","2025-09-03","2025-10-03","4323.30","0.00","0.00","0.00","0.00","4323.30","0.00","1","1","89","4","61-90","0.75","0",""
"INV-025011","C0351","Ironbridge Components","OEM Manufacturer","Midwest","Hana Sato","High","450000.00","COL-01","Priya Natarajan","Strategic Accounts","NET45","45","0.00","2025-09-03","2025-10-18","5234.90","0.00","0.00","0.00","0.00","5234.90","0.00","1","1","74","4","61-90","0.75","0",""
"INV-025024","C0005","Lakeshore Medical Center","Institutional","West","Owen Price","Low","195000.00","COL-01","Priya Natarajan","Strategic Accounts","NET90","90","0.00","2025-09-04","2025-12-03","2174.97","0.00","0.00","0.00","0.00","2174.97","0.00","1","1","28","2","1-30","0.25","0",""
"INV-025075","C0386","Bluewater Electric","Contractor","West","Maya Brennan","High","100000.00","COL-03","Elena Ruiz","Commercial","NET60","60","0.00","2025-09-04","2025-11-03","4212.66","0.00","0.00","0.00","0.00","4212.66","0.00","1","1","58","3","31-60","0.50","0",""
"INV-025082","C0031","Stonegate Machine Works","OEM Manufacturer","Northeast","Adrian Cole","Low","515000.00","COL-02","Marcus Bell","Strategic Accounts","NET60","60","0.00","2025-09-05","2025-11-04","13565.57","0.00","0.00","0.00","0.00","13565.57","0.00","1","1","57","3","31-60","0.50","0",""
"INV-025097","C0132","Keystone Contracting","Contractor","West","Maya Brennan","High","105000.00","COL-04","Tomas Okafor","Commercial","NET60","60","0.00","2025-09-05","2025-11-04","4873.42","0.00","0.00","0.00","0.00","4873.42","0.00","1","1","57","3","31-60","0.50","0",""
"INV-025135","C0351","Ironbridge Components","OEM Manufacturer","Midwest","Hana Sato","High","450000.00","COL-01","Priya Natarajan","Strategic Accounts","NET45","45","0.00","2025-09-05","2025-10-20","12947.16","0.00","0.00","0.00","0.00","12947.16","0.00","1","1","72","4","61-90","0.75","0",""
"INV-025146","C0031","Stonegate Machine Works","OEM Manufacturer","Northeast","Adrian Cole","Low","515000.00","COL-02","Marcus Bell","Strategic Accounts","NET60","60","0.00","2025-09-08","2025-11-07","7286.06","0.00","0.00","0.00","0.00","7286.06","0.00","1","1","54","3","31-60","0.50","0",""
"INV-025155","C0068","Harbor Industries","OEM Manufacturer","Southwest","Rosa Delgado","High","600000.00","COL-01","Priya Natarajan","Strategic Accounts","NET60","60","0.00","2025-09-08","2025-11-07","2610.08","0.00","0.00","0.00","0.00","2610.08","0.00","1","1","54","3","31-60","0.50","0",""
"INV-025159","C0094","Bluewater Industries - Southeast","OEM Manufacturer","Southeast","Dana Whitfield","Low","535000.00","COL-02","Marcus Bell","Strategic Accounts","NET45","45","0.00","2025-09-08","2025-10-23","1712.43","0.00","0.00","0.00","0.00","1712.43","0.00","1","1","69","4","61-90","0.75","0",""
"INV-025175","C0232","Titan Builders - Southwest","Contractor","Southwest","Kevin Ames","High","105000.00","COL-04","Tomas Okafor","Commercial","2/10NET30","30","2.00","2025-09-08","2025-10-08","5445.17","0.00","0.00","0.00","0.00","5445.17","0.00","1","1","84","4","61-90","0.75","0",""
"INV-025176","C0234","Redline University Facilities - Midwest 3","Institutional","Midwest","Ben Kowalczyk","Low","145000.00","COL-04","Tomas Okafor","Commercial","NET90","90","0.00","2025-09-08","2025-12-07","3317.63","1990.58","0.00","0.00","0.00","1327.05","0.00","1","1","24","2","1-30","0.25","0",""
"INV-025187","C0329","Northfield School District - Midwest","Institutional","Midwest","Hana Sato","Low","230000.00","COL-01","Priya Natarajan","Strategic Accounts","NET90","90","0.00","2025-09-08","2025-12-07","10517.20","0.00","0.00","0.00","0.00","10517.20","0.00","1","1","24","2","1-30","0.25","0",""
