"PromiseNo","CustomerID","CustomerName","RiskTier","Segment","CollectorName","PromiseMadeDate","PromisedPayDate","PromisedAmount","CashInWindow","PctOfPromise","DaysSincePromised","PromiseStatus"
"PTP-000175","C0199","Granite Builders","Low","Contractor","Tomas Okafor","2025-02-21","2025-02-25","4029.98","7688.48","190.78","309","Kept"
"PTP-000176","C0324","Pioneer Construction","High","Contractor","Elena Ruiz","2025-02-17","2025-02-25","690.88","0.00","0.00","309","Broken"
"PTP-000177","C0356","Stonegate University Facilities - Midwest 3","Low","Institutional","Elena Ruiz","2025-02-13","2025-02-25","5899.64","6031.90","102.24","309","Kept"
"PTP-000179","C0333","Oakmont Maintenance Supply - Southwest","Medium","MRO Reseller","Grace Lindqvist","2025-02-20","2025-02-27","1320.78","1385.23","104.88","307","Kept"
"PTP-000178","C0176","Harbor Machine Works - Southeast","Low","OEM Manufacturer","Priya Natarajan","2025-02-17","2025-02-27","7723.96","20412.55","264.28","307","Kept"
"PTP-000180","C0031","Stonegate Machine Works","Low","OEM Manufacturer","Marcus Bell","2025-02-23","2025-02-28","7920.17","10458.09","132.04","306","Kept"
"PTP-000183","C0163","Keystone Fabrication","Medium","OEM Manufacturer","Priya Natarajan","2025-02-23","2025-03-01","2418.61","2455.22","101.51","305","Kept"
"PTP-000182","C0134","Frontier MRO Services","Medium","MRO Reseller","Grace Lindqvist","2025-02-26","2025-03-01","576.84","3954.52","685.55","305","Kept"
"PTP-000181","C0079","Cedar Ridge Machine Works","Low","OEM Manufacturer","Priya Natarajan","2025-02-21","2025-03-01","7524.02","20766.66","276.00","305","Kept"
"PTP-000185","C0225","Titan Parts & Service","High","MRO Reseller","Sam Horowitz","2025-02-18","2025-03-01","947.50","997.35","105.26","305","Kept"
"PTP-000184","C0215","Silverline Medical Center","Low","Institutional","Marcus Bell","2025-02-19","2025-03-01","867.82","4299.24","495.41","305","Kept"
"PTP-000186","C0352","Pioneer Construction - Midwest","Low","Contractor","Tomas Okafor","2025-02-15","2025-03-01","1581.10","0.00","0.00","305","Broken"
"PTP-000190","C0386","Bluewater Electric","High","Contractor","Elena Ruiz","2025-02-20","2025-03-02","3275.77","0.00","0.00","304","Broken"
"PTP-000189","C0271","Riverbend Electric - Midwest 3","High","Contractor","Elena Ruiz","2025-02-08","2025-03-02","2934.30","0.00","0.00","304","Broken"
"PTP-000187","C0028","Keystone Parts & Service","Medium","MRO Reseller","Sam Horowitz","2025-02-17","2025-03-02","2826.39","3997.39","141.43","304","Kept"
"PTP-000188","C0057","Frontier School District","Low","Institutional","Priya Natarajan","2025-02-25","2025-03-02","6959.87","7217.47","103.70","304","Kept"
"PTP-000192","C0059","Apex Mechanical","High","Contractor","Marcus Bell","2025-02-18","2025-03-03","4019.82","0.00","0.00","303","Broken"
"PTP-000193","C0064","Frontier University Facilities","Low","Institutional","Elena Ruiz","2025-02-19","2025-03-03","5290.34","5769.23","109.05","303","Kept"
"PTP-000191","C0013","Riverbend Contracting","Medium","Contractor","Tomas Okafor","2025-03-01","2025-03-03","787.72","814.44","103.39","303","Kept"
"PTP-000194","C0054","Titan Manufacturing","Medium","OEM Manufacturer","Priya Natarajan","2025-03-02","2025-03-04","1789.57","1796.19","100.37","302","Kept"
"PTP-000195","C0195","Redline Manufacturing","Medium","OEM Manufacturer","Priya Natarajan","2025-02-20","2025-03-04","2771.65","2910.60","105.01","302","Kept"
"PTP-000196","C0302","Crestview Contracting - Northeast 3","High","Contractor","Tomas Okafor","2025-02-18","2025-03-04","6098.52","0.00","0.00","302","Broken"
"PTP-000200","C0279","Ironbridge Medical Center - Northeast","Low","Institutional","Marcus Bell","2025-02-24","2025-03-05","1718.50","1875.13","109.11","301","Kept"
"PTP-000199","C0277","Lakeshore Construction - West","High","Contractor","Tomas Okafor","2025-02-08","2025-03-05","2398.92","0.00","0.00","301","Broken"
"PTP-000202","C0331","Stonegate School District","Low","Institutional","Priya Natarajan","2025-03-02","2025-03-05","3038.10","3348.37","110.21","301","Kept"
"PTP-000201","C0314","Cedar Ridge Fabrication","Low","OEM Manufacturer","Marcus Bell","2025-02-20","2025-03-05","1224.72","1251.43","102.18","301","Kept"
"PTP-000197","C0232","Titan Builders - Southwest","High","Contractor","Tomas Okafor","2025-02-12","2025-03-05","720.07","0.00","0.00","301","Broken"
"PTP-000198","C0271","Riverbend Electric - Midwest 3","High","Contractor","Elena Ruiz","2025-02-10","2025-03-05","4044.05","0.00","0.00","301","Broken"
"PTP-000203","C0280","Apex Mechanical - West","Medium","Contractor","Elena Ruiz","2025-02-26","2025-03-06","6085.79","6146.19","100.99","300","Kept"
"PTP-000205","C0297","Apex Mechanical - Southeast 3","High","Contractor","Tomas Okafor","2025-02-15","2025-03-07","427.19","0.00","0.00","299","Broken"
"PTP-000204","C0169","Apex Components","Medium","OEM Manufacturer","Marcus Bell","2025-02-25","2025-03-07","4002.19","5953.02","148.74","299","Kept"
"PTP-000206","C0359","Stonegate Fabrication - West","High","OEM Manufacturer","Marcus Bell","2025-02-18","2025-03-07","3790.47","0.00","0.00","299","Broken"
"PTP-000208","C0392","Apex Industrial Supply - Southwest 3","High","MRO Reseller","Grace Lindqvist","2025-02-25","2025-03-08","786.52","2773.78","352.66","298","Kept"
"PTP-000207","C0134","Frontier MRO Services","Medium","MRO Reseller","Grace Lindqvist","2025-02-25","2025-03-08","2319.07","2430.51","104.81","298","Kept"
"PTP-000209","C0087","Riverbend Maintenance Supply","Medium","MRO Reseller","Grace Lindqvist","2025-03-01","2025-03-09","632.19","641.70","101.50","297","Kept"
"PTP-000210","C0111","Harbor Manufacturing","Medium","OEM Manufacturer","Marcus Bell","2025-02-27","2025-03-09","1954.01","2045.90","104.70","297","Kept"
"PTP-000211","C0008","Silverline Maintenance Supply","Low","MRO Reseller","Sam Horowitz","2025-03-03","2025-03-11","341.82","0.00","0.00","295","Broken"
"PTP-000212","C0344","Granite Supply Co. - West","Low","MRO Reseller","Sam Horowitz","2025-03-06","2025-03-12","1645.29","1777.38","108.03","294","Kept"
"PTP-000214","C0397","Silverline Mechanical - Southwest 3","Low","Contractor","Elena Ruiz","2025-03-06","2025-03-13","8189.71","8760.60","106.97","293","Kept"
"PTP-000213","C0378","Silverline Fabrication - Southwest","Medium","OEM Manufacturer","Priya Natarajan","2025-03-09","2025-03-13","8423.82","9305.53","110.47","293","Kept"
"PTP-000217","C0325","Apex Medical Center","Low","Institutional","Tomas Okafor","2025-03-03","2025-03-14","1796.93","1851.32","103.03","292","Kept"
"PTP-000216","C0296","Crestview Manufacturing","Medium","OEM Manufacturer","Priya Natarajan","2025-03-03","2025-03-14","3890.15","27714.15","712.42","292","Kept"
"PTP-000215","C0234","Redline University Facilities - Midwest 3","Low","Institutional","Tomas Okafor","2025-03-07","2025-03-14","8163.11","8329.87","102.04","292","Kept"
"PTP-000222","C0202","Harbor MRO Services","Low","MRO Reseller","Sam Horowitz","2025-03-02","2025-03-15","570.34","11914.75","2089.06","291","Kept"
"PTP-000223","C0309","Frontier Machine Works","Low","OEM Manufacturer","Marcus Bell","2025-03-11","2025-03-15","4485.58","11421.62","254.63","291","Kept"
"PTP-000224","C0341","Summit Supply Co. - Southeast","Medium","MRO Reseller","Grace Lindqvist","2025-03-12","2025-03-15","669.23","2174.79","324.97","291","Kept"
"PTP-000218","C0008","Silverline Maintenance Supply","Low","MRO Reseller","Sam Horowitz","2025-03-08","2025-03-15","557.24","6197.04","1112.10","291","Kept"
"PTP-000219","C0059","Apex Mechanical","High","Contractor","Marcus Bell","2025-02-26","2025-03-15","3098.62","0.00","0.00","291","Broken"
"PTP-000220","C0112","Ironbridge Fabrication - Midwest","Low","OEM Manufacturer","Marcus Bell","2025-03-04","2025-03-15","15300.40","16348.78","106.85","291","Kept"
"PTP-000221","C0152","Summit Supply Co.","Medium","MRO Reseller","Grace Lindqvist","2025-03-07","2025-03-15","4314.80","4759.03","110.30","291","Kept"
"PTP-000225","C0132","Keystone Contracting","High","Contractor","Tomas Okafor","2025-03-04","2025-03-16","1902.67","0.00","0.00","290","Broken"
"PTP-000229","C0341","Summit Supply Co. - Southeast","Medium","MRO Reseller","Grace Lindqvist","2025-03-06","2025-03-16","1343.18","2174.79","161.91","290","Kept"
"PTP-000228","C0328","Westbrook Industries","Low","OEM Manufacturer","Priya Natarajan","2025-03-07","2025-03-16","5979.12","14349.88","240.00","290","Kept"
"PTP-000227","C0297","Apex Mechanical - Southeast 3","High","Contractor","Tomas Okafor","2025-03-05","2025-03-16","906.23","0.00","0.00","290","Broken"
"PTP-000226","C0183","Oakmont Maintenance Supply","High","MRO Reseller","Grace Lindqvist","2025-03-09","2025-03-16","1518.50","2354.69","155.07","290","Kept"
"PTP-000230","C0389","Ironbridge Components - Southeast","Medium","OEM Manufacturer","Marcus Bell","2025-03-10","2025-03-16","6128.62","16747.76","273.27","290","Kept"
"PTP-000234","C0361","Titan University Facilities - Midwest","Low","Institutional","Priya Natarajan","2025-03-06","2025-03-17","2642.66","2725.23","103.12","289","Kept"
"PTP-000232","C0116","Lakeshore University Facilities","Low","Institutional","Tomas Okafor","2025-03-14","2025-03-17","5535.01","5840.11","105.51","289","Kept"
"PTP-000231","C0080","Frontier Maintenance Supply","Medium","MRO Reseller","Grace Lindqvist","2025-03-07","2025-03-17","2259.19","2381.48","105.41","289","Kept"
"PTP-000233","C0164","Lakeshore Fabrication","Medium","OEM Manufacturer","Priya Natarajan","2025-03-08","2025-03-17","2020.51","15693.26","776.70","289","Kept"
"PTP-000235","C0082","Apex Supply Co.","Low","MRO Reseller","Grace Lindqvist","2025-03-08","2025-03-18","1013.61","1084.84","107.03","288","Kept"
"PTP-000236","C0124","Riverbend MRO Services - West","High","MRO Reseller","Grace Lindqvist","2025-03-06","2025-03-18","1780.88","1872.99","105.17","288","Kept"
"PTP-000237","C0215","Silverline Medical Center","Low","Institutional","Marcus Bell","2025-03-10","2025-03-18","7960.22","8624.10","108.34","288","Kept"
"PTP-000238","C0271","Riverbend Electric - Midwest 3","High","Contractor","Elena Ruiz","2025-02-24","2025-03-18","395.43","0.00","0.00","288","Broken"
"PTP-000239","C0376","Summit Components - Midwest","High","OEM Manufacturer","Priya Natarajan","2025-03-07","2025-03-18","1963.29","4297.58","218.90","288","Kept"
"PTP-000240","C0386","Bluewater Electric","High","Contractor","Elena Ruiz","2025-03-04","2025-03-18","655.72","0.00","0.00","288","Broken"
"PTP-000244","C0163","Keystone Fabrication","Medium","OEM Manufacturer","Priya Natarajan","2025-03-08","2025-03-19","12826.02","28068.67","218.84","287","Kept"
"PTP-000241","C0026","Northfield Components","Low","OEM Manufacturer","Priya Natarajan","2025-03-06","2025-03-19","10220.85","12883.60","126.05","287","Kept"
"PTP-000242","C0038","Summit Fabrication","High","OEM Manufacturer","Priya Natarajan","2025-03-12","2025-03-19","3675.82","3968.14","107.95","287","Kept"
"PTP-000243","C0045","Lakeshore Machine Works","Low","OEM Manufacturer","Marcus Bell","2025-03-10","2025-03-19","6515.43","15987.19","245.37","287","Kept"
"PTP-000245","C0036","Harbor Builders - West","Low","Contractor","Elena Ruiz","2025-03-16","2025-03-20","865.71","884.91","102.22","286","Kept"
"PTP-000246","C0059","Apex Mechanical","High","Contractor","Marcus Bell","2025-02-24","2025-03-20","2568.73","0.00","0.00","286","Broken"
"PTP-000247","C0275","Cedar Ridge Machine Works - Southwest","High","OEM Manufacturer","Priya Natarajan","2025-03-11","2025-03-20","6314.80","12513.41","198.16","286","Kept"
"PTP-000248","C0316","Bluewater Parts & Service - Midwest 3","Medium","MRO Reseller","Sam Horowitz","2025-03-08","2025-03-20","3255.77","6790.02","208.55","286","Kept"
"PTP-000249","C0341","Summit Supply Co. - Southeast","Medium","MRO Reseller","Grace Lindqvist","2025-03-09","2025-03-20","3540.14","3913.42","110.54","286","Kept"
"PTP-000251","C0201","Titan Machine Works","Low","OEM Manufacturer","Marcus Bell","2025-03-17","2025-03-21","1930.50","50294.99","2605.28","285","Kept"
"PTP-000250","C0165","Northfield School District","Low","Institutional","Marcus Bell","2025-03-07","2025-03-21","10377.83","21870.06","210.74","285","Kept"
"PTP-000252","C0032","Cedar Ridge Components","Low","OEM Manufacturer","Marcus Bell","2025-03-10","2025-03-22","2493.01","2627.42","105.39","284","Kept"
"PTP-000253","C0324","Pioneer Construction","High","Contractor","Elena Ruiz","2025-03-06","2025-03-22","2001.51","0.00","0.00","284","Broken"
"PTP-000255","C0377","Northfield Machine Works","High","OEM Manufacturer","Marcus Bell","2025-03-09","2025-03-22","6359.52","6581.36","103.49","284","Kept"
"PTP-000254","C0369","Lakeshore Components","High","OEM Manufacturer","Marcus Bell","2025-03-17","2025-03-22","3102.29","12325.21","397.29","284","Kept"
"PTP-000258","C0366","Westbrook Industries - West","Medium","OEM Manufacturer","Marcus Bell","2025-03-21","2025-03-23","6514.29","16330.54","250.69","283","Kept"
"PTP-000257","C0186","Redline Parts & Service - Northeast","Low","MRO Reseller","Grace Lindqvist","2025-03-20","2025-03-23","3861.94","6604.22","171.01","283","Kept"
"PTP-000256","C0082","Apex Supply Co.","Low","MRO Reseller","Grace Lindqvist","2025-03-13","2025-03-23","1115.91","1136.14","101.81","283","Kept"
"PTP-000259","C0324","Pioneer Construction","High","Contractor","Elena Ruiz","2025-03-15","2025-03-24","460.51","0.00","0.00","282","Broken"
"PTP-000260","C0365","Bluewater Mechanical - Southeast","Low","Contractor","Tomas Okafor","2025-03-10","2025-03-24","2051.39","2074.00","101.10","282","Kept"
"PTP-000262","C0324","Pioneer Construction","High","Contractor","Elena Ruiz","2025-03-05","2025-03-25","1059.28","0.00","0.00","281","Broken"
"PTP-000263","C0337","Keystone Manufacturing","Low","OEM Manufacturer","Priya Natarajan","2025-03-19","2025-03-25","16193.60","27524.13","169.97","281","Kept"
"PTP-000261","C0271","Riverbend Electric - Midwest 3","High","Contractor","Elena Ruiz","2025-03-17","2025-03-25","485.44","0.00","0.00","281","Broken"
"PTP-000264","C0271","Riverbend Electric - Midwest 3","High","Contractor","Elena Ruiz","2025-03-11","2025-03-26","4150.26","0.00","0.00","280","Broken"
"PTP-000265","C0068","Harbor Industries","High","OEM Manufacturer","Priya Natarajan","2025-03-12","2025-03-27","1843.05","4187.52","227.21","279","Kept"
"PTP-000266","C0061","Riverbend Industries","Low","OEM Manufacturer","Marcus Bell","2025-03-22","2025-03-28","4016.89","20296.69","505.28","278","Kept"
"PTP-000267","C0132","Keystone Contracting","High","Contractor","Tomas Okafor","2025-03-14","2025-03-28","1942.77","0.00","0.00","278","Broken"
"PTP-000268","C0150","Northfield Industries","Low","OEM Manufacturer","Priya Natarajan","2025-03-16","2025-03-28","5970.72","10902.88","182.61","278","Kept"
"PTP-000269","C0190","Harbor Fabrication","Medium","OEM Manufacturer","Priya Natarajan","2025-03-20","2025-03-28","1785.11","3633.11","203.52","278","Kept"
"PTP-000274","C0203","Redline Industrial Supply - Southwest","Low","MRO Reseller","Sam Horowitz","2025-03-21","2025-03-29","1325.01","1454.95","109.81","277","Kept"
"PTP-000275","C0351","Ironbridge Components","High","OEM Manufacturer","Priya Natarajan","2025-03-19","2025-03-29","1108.02","13144.59","1186.31","277","Kept"
"PTP-000271","C0059","Apex Mechanical","High","Contractor","Marcus Bell","2025-03-08","2025-03-29","1905.54","0.00","0.00","277","Broken"
"PTP-000272","C0066","Summit Industries","Medium","OEM Manufacturer","Marcus Bell","2025-03-21","2025-03-29","3385.52","3736.46","110.37","277","Kept"
"PTP-000273","C0074","Frontier Fabrication","Medium","OEM Manufacturer","Priya Natarajan","2025-03-18","2025-03-29","2956.94","3067.61","103.74","277","Kept"
"PTP-000270","C0043","Bluewater Construction","Low","Contractor","Elena Ruiz","2025-03-25","2025-03-29","3058.10","3067.66","100.31","277","Kept"
"PTP-000276","C0135","Oakmont Medical Center - Midwest","Low","Institutional","Marcus Bell","2025-03-18","2025-03-30","3922.97","4032.58","102.79","276","Kept"
"PTP-000277","C0246","Lakeshore Industrial Supply","Low","MRO Reseller","Sam Horowitz","2025-03-21","2025-03-30","1030.03","1063.67","103.27","276","Kept"
"PTP-000280","C0284","Apex Manufacturing - Southwest 3","Low","OEM Manufacturer","Marcus Bell","2025-03-17","2025-03-31","1712.41","3884.95","226.87","275","Kept"
"PTP-000279","C0111","Harbor Manufacturing","Medium","OEM Manufacturer","Marcus Bell","2025-03-25","2025-03-31","1735.49","2429.85","140.01","275","Kept"
"PTP-000278","C0061","Riverbend Industries","Low","OEM Manufacturer","Marcus Bell","2025-03-22","2025-03-31","2902.43","20296.69","699.30","275","Kept"
"PTP-000281","C0386","Bluewater Electric","High","Contractor","Elena Ruiz","2025-03-20","2025-03-31","2443.06","0.00","0.00","275","Broken"
"PTP-000282","C0232","Titan Builders - Southwest","High","Contractor","Tomas Okafor","2025-03-08","2025-04-02","2171.09","0.00","0.00","273","Broken"
"PTP-000285","C0324","Pioneer Construction","High","Contractor","Elena Ruiz","2025-03-20","2025-04-03","1687.59","0.00","0.00","272","Broken"
"PTP-000283","C0075","Ironbridge Mechanical - Southeast 3","Medium","Contractor","Elena Ruiz","2025-04-01","2025-04-03","7697.04","8236.14","107.00","272","Kept"
"PTP-000284","C0171","Silverline Maintenance Supply - Southwest","Medium","MRO Reseller","Sam Horowitz","2025-03-26","2025-04-03","726.75","1217.14","167.48","272","Kept"
"PTP-000286","C0359","Stonegate Fabrication - West","High","OEM Manufacturer","Marcus Bell","2025-03-26","2025-04-03","6486.47","20129.57","310.33","272","Kept"
"PTP-000292","C0386","Bluewater Electric","High","Contractor","Elena Ruiz","2025-03-13","2025-04-04","1760.96","0.00","0.00","271","Broken"
