"PONumber","PartNumber","PartName","Category","Criticality","QualifiedSupplierCount","QualificationMonths","IsSingleSource","VendorID","VendorName","Country","VendorTier","LumenRevenueSharePct","BuyerID","BuyerName","Team","OrderDate","PromisedDate","OrderYear","OrderYearMonth","OrderQty","UnitPrice","FreightAmount","ExpediteFee","IsExpedited","ExtendedPrice","LandedCost","AgreementNo","ContractedUnitPrice","AgreementsInForce","IsOnContract","PPVAmount","ContractedExtended","QtyReceived","QtyAccepted","QtyRejected","Receipts","IsReceived","AcceptanceRatePct","CostPerAcceptedUnit","RejectedValue","LastReceiptDate","DaysLate","IsOnTime"
"PO-000065","LOM-0006","Fibre Connector Component 0006","Fibre Connector","Commodity","2","0","0","VEN-001","Lumitek GmbH","United States","Strategic","1.37","BUY-04","Johan Lindberg","Optics & Coatings","2023-02-20","2023-03-08","2023","2023-02","321","14.8986","33.04","0.00","0","4782.45","4815.49","PA-0000022","15.8481","1","1","-304.79","5087.24","321","320","1","1","1","99.69","15.0484","14.90","2023-03-08","0","1"
"PO-000066","LOM-0053","Precision Mount Assy 0053","Precision Mount","Critical","3","11","0","VEN-026","Photonica Technologies","Japan","Approved","9.22","BUY-05","Priya Raghunathan","Mechanical & Thermal","2023-02-20","2023-04-02","2023","2023-02","63","164.8845","253.82","0.00","0","10387.72","10641.54","PA-0000237","164.8845","1","1","0.00","10387.72","63","62","1","1","1","98.41","171.6378","164.88","2023-03-29","-4","1"
"PO-000067","LOM-0071","Thermal Control Component 0071","Thermal Control","Commodity","3","1","0","VEN-005","Helix Optics GmbH","Switzerland","Strategic","1.75","BUY-05","Priya Raghunathan","Mechanical & Thermal","2023-02-20","2023-03-06","2023","2023-02","26","75.2757","43.14","62.08","1","1957.17","2062.39","PA-0000319","79.9559","1","1","-121.69","2078.85","26","26","0","1","1","100.00","79.3226","0.00","2023-03-03","-3","1"
"PO-000068","LOM-0134","Fibre Connector Assy 0134","Fibre Connector","Critical","1","7","1","VEN-010","Vectra GmbH","United Kingdom","Preferred","5.43","BUY-04","Johan Lindberg","Optics & Coatings","2023-02-20","2023-04-05","2023","2023-02","594","39.5034","212.80","0.00","0","23465.02","23677.82","PA-0000618","39.5034","1","1","0.00","23465.02","594","592","2","1","1","99.66","39.9963","79.01","2023-04-03","-2","1"
"PO-000069","LOM-0008","Laser Diode Component 0008","Laser Diode","Commodity","2","0","0","VEN-014","Photonica Industries","Japan","Preferred","4.81","BUY-01","Adaeze Okonkwo","Optoelectronics","2023-02-21","2023-03-17","2023","2023-02","110","762.9303","803.47","0.00","0","83922.33","84725.80","PA-0000032","762.9303","1","1","0.00","83922.33","110","109","1","1","1","99.09","777.3009","762.93","2023-03-17","0","1"
"PO-000070","LOM-0066","Optical Fibre Assy 0066","Optical Fibre","Critical","3","11","0","VEN-017","Helix Optics Industries","Switzerland","Approved","10.21","BUY-03","Mei-Ling Chow","Optics & Coatings","2023-02-21","2023-04-03","2023","2023-02","867","25.0522","392.02","0.00","0","21720.26","22112.28","PA-0000297","25.0522","1","1","0.00","21720.26","867","857","10","1","1","98.85","25.8020","250.52","2023-04-03","0","1"
"PO-000071","LOM-0100","Optical Coating Module 0100","Optical Coating","Standard","2","3","0","VEN-019","Quantex Industries","United States","Approved","16.00","BUY-03","Mei-Ling Chow","Optics & Coatings","2023-02-21","2023-03-31","2023","2023-02","287","144.4130","387.44","0.00","0","41446.53","41833.97","PA-0000452","144.4130","1","1","0.00","41446.53","287","286","1","1","1","99.65","146.2726","144.41","2023-03-31","0","1"
"PO-000072","LOM-0077","Precision Mount Assy 0077","Precision Mount","Critical","2","9","0","VEN-024","Aperture Technologies","Germany","Approved","18.36","BUY-06","Tomas Varga","Mechanical & Thermal","2023-02-22","2023-04-02","2023","2023-02","46","249.9879","228.30","0.00","0","11499.44","11727.74","PA-0000352","249.9879","1","1","0.00","11499.44","46","46","0","1","1","100.00","254.9509","0.00","2023-04-02","0","1"
"PO-000073","LOM-0077","Precision Mount Assy 0077","Precision Mount","Critical","2","9","0","VEN-001","Lumitek GmbH","United States","Strategic","1.37","BUY-05","Priya Raghunathan","Mechanical & Thermal","2023-02-22","2023-04-07","2023","2023-02","84","249.9879","280.03","0.00","0","20998.98","21279.01","PA-0000349","249.9879","1","1","0.00","20998.98","84","83","1","1","1","98.81","256.3737","249.99","2023-04-06","-1","1"
"PO-000074","LOM-0012","Optical Coating Component 0012","Optical Coating","Commodity","3","1","0","VEN-031","Quantex Technologies","United States","Transactional","14.93","BUY-04","Johan Lindberg","Optics & Coatings","2023-02-23","2023-03-09","2023","2023-02","73","109.1384","152.28","0.00","0","7967.10","8119.38","","","0","0","","","73","72","1","1","1","98.63","112.7692","109.14","2023-03-06","-3","1"
"PO-000075","LOM-0038","Fibre Connector Component 0038","Fibre Connector","Commodity","3","1","0","VEN-013","Lumitek Industries","United States","Preferred","9.15","BUY-04","Johan Lindberg","Optics & Coatings","2023-02-23","2023-03-21","2023","2023-02","823","8.7274","169.58","0.00","0","7182.65","7352.23","PA-0000169","8.7274","1","1","0.00","7182.65","823","820","3","1","1","99.64","8.9661","26.18","2023-03-18","-3","1"
"PO-000076","LOM-0053","Precision Mount Assy 0053","Precision Mount","Critical","3","11","0","VEN-026","Photonica Technologies","Japan","Approved","9.22","BUY-05","Priya Raghunathan","Mechanical & Thermal","2023-02-23","2023-03-31","2023","2023-02","22","164.8845","54.55","0.00","0","3627.46","3682.01","PA-0000237","164.8845","1","1","0.00","3627.46","22","22","0","1","1","100.00","167.3640","0.00","2023-04-09","9","0"
"PO-000077","LOM-0072","Laser Diode Component 0072","Laser Diode","Commodity","3","1","0","VEN-012","Aperture Industries","Germany","Preferred","4.72","BUY-01","Adaeze Okonkwo","Optoelectronics","2023-02-23","2023-03-12","2023","2023-02","54","206.2888","205.43","0.00","0","11139.60","11345.03","PA-0000328","206.2888","1","1","0.00","11139.60","54","54","0","1","1","100.00","210.0931","0.00","2023-03-09","-3","1"
"PO-000078","LOM-0084","Optical Coating Module 0084","Optical Coating","Standard","2","3","0","VEN-016","Spectra Industries","United Kingdom","Preferred","7.82","BUY-03","Mei-Ling Chow","Optics & Coatings","2023-02-23","2023-03-17","2023","2023-02","59","152.1308","94.97","0.00","0","8975.72","9070.69","PA-0000377","152.1308","1","1","0.00","8975.72","59","58","1","1","1","98.31","156.3912","152.13","2023-03-14","-3","1"
"PO-000079","LOM-0085","Precision Mount Component 0085","Precision Mount","Commodity","3","1","0","VEN-022","Vectra Industries","United Kingdom","Approved","12.65","BUY-06","Tomas Varga","Mechanical & Thermal","2023-02-23","2023-03-14","2023","2023-02","65","116.7718","175.84","0.00","0","7590.17","7766.01","","","0","0","","","65","64","1","1","1","98.46","121.3439","116.77","2023-03-13","-1","1"
"PO-000080","LOM-0092","Optical Coating Component 0092","Optical Coating","Commodity","3","0","0","VEN-012","Aperture Industries","Germany","Preferred","4.72","BUY-03","Mei-Ling Chow","Optics & Coatings","2023-02-24","2023-03-08","2023","2023-02","52","63.1406","48.89","0.00","0","3283.31","3332.20","PA-0000419","63.1406","1","1","0.00","3283.31","52","51","1","1","1","98.08","65.3373","63.14","2023-03-07","-1","1"
"PO-000081","LOM-0093","Precision Mount Module 0093","Precision Mount","Standard","2","4","0","VEN-010","Vectra GmbH","United Kingdom","Preferred","5.43","BUY-05","Priya Raghunathan","Mechanical & Thermal","2023-02-24","2023-03-18","2023","2023-02","18","89.4811","25.75","0.00","0","1610.66","1636.41","PA-0000421","95.0857","1","1","-100.88","1711.54","18","18","0","1","1","100.00","90.9117","0.00","2023-03-17","-1","1"
"PO-000082","LOM-0096","Laser Diode Module 0096","Laser Diode","Standard","1","2","1","VEN-011","Kestrel Optical GmbH","Switzerland","Preferred","3.73","BUY-01","Adaeze Okonkwo","Optoelectronics","2023-02-24","2023-03-27","2023","2023-02","88","416.4004","739.74","0.00","0","36643.24","37382.98","PA-0000434","416.4004","1","1","0.00","36643.24","88","87","1","1","1","98.86","429.6894","416.40","2023-03-27","0","1"
"PO-000083","LOM-0103","Thermal Control Component 0103","Thermal Control","Commodity","3","1","0","VEN-022","Vectra Industries","United Kingdom","Approved","12.65","BUY-06","Tomas Varga","Mechanical & Thermal","2023-02-24","2023-03-25","2023","2023-02","144","183.3620","257.52","0.00","0","26404.13","26661.65","PA-0000469","194.9136","1","1","-1663.43","28067.56","144","143","1","1","1","99.31","186.4451","183.36","2023-03-23","-2","1"
"PO-000084","LOM-0006","Fibre Connector Component 0006","Fibre Connector","Commodity","2","0","0","VEN-001","Lumitek GmbH","United States","Strategic","1.37","BUY-03","Mei-Ling Chow","Optics & Coatings","2023-02-27","2023-03-11","2023","2023-02","106","15.8481","33.07","0.00","0","1679.90","1712.97","PA-0000022","15.8481","1","1","0.00","1679.90","106","105","1","1","1","99.06","16.3140","15.85","2023-03-11","0","1"
"PO-000085","LOM-0013","Precision Mount Component 0013","Precision Mount","Commodity","1","0","1","VEN-008","Meridian Photonics GmbH","Japan","Preferred","5.01","BUY-06","Tomas Varga","Mechanical & Thermal","2023-02-27","2023-03-20","2023","2023-02","84","195.1170","398.92","0.00","0","16389.83","16788.75","PA-0000057","207.4813","1","1","-1038.60","17428.43","84","83","1","1","1","98.81","202.2741","195.12","2023-03-19","-1","1"
"PO-000086","LOM-0036","Optical Coating Module 0036","Optical Coating","Standard","2","4","0","VEN-020","Meridian Photonics Industries","Japan","Approved","12.07","BUY-03","Mei-Ling Chow","Optics & Coatings","2023-02-27","2023-04-01","2023","2023-02","218","45.9910","122.84","308.61","1","10026.04","10457.49","PA-0000157","45.9910","1","1","0.00","10026.04","218","214","4","1","1","98.17","48.8668","183.96","2023-04-01","0","1"
"PO-000087","LOM-0046","Fibre Connector Module 0046","Fibre Connector","Standard","1","2","1","VEN-033","Oribel Technologies","Taiwan","Transactional","17.66","BUY-03","Mei-Ling Chow","Optics & Coatings","2023-02-27","2023-03-25","2023","2023-02","363","24.6870","156.23","0.00","0","8961.38","9117.61","PA-0000205","24.6870","1","1","0.00","8961.38","363","362","1","1","1","99.72","25.1868","24.69","2023-04-03","9","0"
"PO-000088","LOM-0092","Optical Coating Component 0092","Optical Coating","Commodity","3","0","0","VEN-012","Aperture Industries","Germany","Preferred","4.72","BUY-03","Mei-Ling Chow","Optics & Coatings","2023-02-28","2023-03-20","2023","2023-02","164","63.1406","249.16","0.00","0","10355.06","10604.22","PA-0000419","63.1406","1","1","0.00","10355.06","164","163","1","1","1","99.39","65.0566","63.14","2023-03-19","-1","1"
"PO-000089","LOM-0058","Optical Fibre Module 0058","Optical Fibre","Standard","3","4","0","VEN-023","Kestrel Optical Industries","Switzerland","Approved","6.75","BUY-03","Mei-Ling Chow","Optics & Coatings","2023-03-01","2023-03-27","2023","2023-03","702","55.5447","709.91","0.00","0","38992.38","39702.29","PA-0000259","55.5447","1","1","0.00","38992.38","702","700","2","1","1","99.72","56.7176","111.09","2023-03-24","-3","1"
"PO-000090","LOM-0070","Fibre Connector Component 0070","Fibre Connector","Commodity","3","1","0","VEN-007","Quantex GmbH","United States","Preferred","10.21","BUY-03","Mei-Ling Chow","Optics & Coatings","2023-03-01","2023-03-26","2023","2023-03","791","16.8649","178.88","0.00","0","13340.14","13519.02","PA-0000316","16.1609","1","1","556.86","12783.27","791","781","10","1","1","98.74","17.3099","168.65","2023-03-24","-2","1"
"PO-000091","LOM-0114","Optical Fibre Assy 0114","Optical Fibre","Critical","3","11","0","VEN-027","Crystalline Technologies","Taiwan","Approved","14.24","BUY-04","Johan Lindberg","Optics & Coatings","2023-03-01","2023-04-20","2023","2023-03","1790","15.4622","478.91","0.00","0","27677.34","28156.25","PA-0000525","15.4622","1","1","0.00","27677.34","1790","1778","12","1","1","99.33","15.8359","185.55","2023-04-17","-3","1"
"PO-000092","LOM-0131","Lens Assembly Assy 0131","Lens Assembly","Critical","1","6","1","VEN-006","Northlight GmbH","Germany","Strategic","4.77","BUY-04","Johan Lindberg","Optics & Coatings","2023-03-01","2023-04-08","2023","2023-03","35","206.0489","163.49","0.00","0","7211.71","7375.20","PA-0000605","206.0489","1","1","0.00","7211.71","35","35","0","1","1","100.00","210.7200","0.00","2023-04-07","-1","1"
"PO-000093","LOM-0138","Optical Fibre Module 0138","Optical Fibre","Standard","3","4","0","VEN-020","Meridian Photonics Industries","Japan","Approved","12.07","BUY-04","Johan Lindberg","Optics & Coatings","2023-03-01","2023-04-03","2023","2023-03","1452","37.1436","1029.50","0.00","0","53932.51","54962.01","PA-0000632","37.1436","1","1","0.00","53932.51","1452","1440","12","1","1","99.17","38.1681","445.72","2023-04-11","8","0"
"PO-000094","LOM-0138","Optical Fibre Module 0138","Optical Fibre","Standard","3","4","0","VEN-020","Meridian Photonics Industries","Japan","Approved","12.07","BUY-04","Johan Lindberg","Optics & Coatings","2023-03-01","2023-04-07","2023","2023-03","1818","38.9126","434.33","0.00","0","70743.11","71177.44","PA-0000632","37.1436","1","1","3216.04","67527.06","1818","1806","12","1","1","99.34","39.4116","466.95","2023-04-10","3","0"
"PO-000095","LOM-0008","Laser Diode Component 0008","Laser Diode","Commodity","2","0","0","VEN-023","Kestrel Optical Industries","Switzerland","Approved","6.75","BUY-02","Rafael Duarte","Optoelectronics","2023-03-02","2023-03-16","2023","2023-03","27","762.9303","382.99","0.00","0","20599.12","20982.11","PA-0000035","762.9303","1","1","0.00","20599.12","27","27","0","1","1","100.00","777.1151","0.00","2023-03-15","-1","1"
"PO-000096","LOM-0092","Optical Coating Component 0092","Optical Coating","Commodity","3","0","0","VEN-012","Aperture Industries","Germany","Preferred","4.72","BUY-03","Mei-Ling Chow","Optics & Coatings","2023-03-02","2023-03-23","2023","2023-03","178","63.1406","250.70","0.00","0","11239.03","11489.73","PA-0000419","63.1406","1","1","0.00","11239.03","178","177","1","1","1","99.44","64.9137","63.14","2023-03-20","-3","1"
"PO-000097","LOM-0115","Lens Assembly Module 0115","Lens Assembly","Standard","2","2","0","VEN-032","Meridian Photonics Technologies","Japan","Transactional","28.30","BUY-04","Johan Lindberg","Optics & Coatings","2023-03-02","2023-03-25","2023","2023-03","26","223.5653","53.35","0.00","0","5812.70","5866.05","PA-0000530","223.5653","1","1","0.00","5812.70","26","26","0","1","1","100.00","225.6172","0.00","2023-03-23","-2","1"
"PO-000098","LOM-0032","Laser Diode Component 0032","Laser Diode","Commodity","3","1","0","VEN-024","Aperture Technologies","Germany","Approved","18.36","BUY-01","Adaeze Okonkwo","Optoelectronics","2023-03-03","2023-03-24","2023","2023-03","80","190.4380","328.21","0.00","0","15235.04","15563.25","PA-0000143","190.4380","1","1","0.00","15235.04","80","79","1","1","1","98.75","197.0032","190.44","2023-03-24","0","1"
"PO-000099","LOM-0043","Lens Assembly Module 0043","Lens Assembly","Standard","1","2","1","VEN-029","Helix Optics Technologies","Switzerland","Transactional","36.48","BUY-04","Johan Lindberg","Optics & Coatings","2023-03-03","2023-04-08","2023","2023-03","134","279.7043","813.28","0.00","0","37480.38","38293.66","PA-0000192","296.8149","1","1","-2292.82","39773.20","134","131","3","1","1","97.76","292.3180","839.11","2023-04-06","-2","1"
"PO-000100","LOM-0077","Precision Mount Assy 0077","Precision Mount","Critical","2","9","0","VEN-001","Lumitek GmbH","United States","Strategic","1.37","BUY-05","Priya Raghunathan","Mechanical & Thermal","2023-03-03","2023-04-23","2023","2023-03","136","249.9879","732.01","0.00","0","33998.35","34730.36","PA-0000349","249.9879","1","1","0.00","33998.35","136","136","0","1","1","100.00","255.3703","0.00","2023-04-25","2","0"
"PO-000101","LOM-0009","Photodetector Module 0009","Photodetector","Standard","3","5","0","VEN-020","Meridian Photonics Industries","Japan","Approved","12.07","BUY-01","Adaeze Okonkwo","Optoelectronics","2023-03-06","2023-04-13","2023","2023-03","146","430.4107","483.55","0.00","0","62839.96","63323.51","PA-0000039","430.4107","1","1","0.00","62839.96","146","144","2","1","1","98.63","439.7466","860.82","2023-04-13","0","1"
"PO-000102","LOM-0048","Laser Diode Module 0048","Laser Diode","Standard","3","5","0","VEN-008","Meridian Photonics GmbH","Japan","Preferred","5.01","BUY-01","Adaeze Okonkwo","Optoelectronics","2023-03-06","2023-04-09","2023","2023-03","114","770.4723","1617.04","0.00","0","87833.84","89450.88","PA-0000210","770.4723","1","1","0.00","87833.84","114","112","2","1","1","98.25","798.6686","1540.94","2023-04-07","-2","1"
"PO-000103","LOM-0025","Photodetector Module 0025","Photodetector","Standard","1","2","1","VEN-011","Kestrel Optical GmbH","Switzerland","Preferred","3.73","BUY-01","Adaeze Okonkwo","Optoelectronics","2023-03-07","2023-03-28","2023","2023-03","11","104.4832","12.09","0.00","0","1149.32","1161.41","PA-0000114","104.4832","1","1","0.00","1149.32","11","11","0","1","1","100.00","105.5823","0.00","2023-03-28","0","1"
"PO-000104","LOM-0028","Optical Coating Module 0028","Optical Coating","Standard","3","5","0","VEN-001","Lumitek GmbH","United States","Strategic","1.37","BUY-04","Johan Lindberg","Optics & Coatings","2023-03-07","2023-04-03","2023","2023-03","132","144.1571","477.42","0.00","0","19028.74","19506.16","PA-0000125","144.1571","1","1","0.00","19028.74","132","129","3","1","1","97.73","151.2105","432.47","2023-04-01","-2","1"
"PO-000105","LOM-0073","Photodetector Component 0073","Photodetector","Commodity","2","0","0","VEN-007","Quantex GmbH","United States","Preferred","10.21","BUY-02","Rafael Duarte","Optoelectronics","2023-03-07","2023-03-20","2023","2023-03","18","146.5396","37.64","0.00","0","2637.71","2675.35","PA-0000329","146.5396","1","1","0.00","2637.71","18","18","0","1","1","100.00","148.6307","0.00","2023-03-20","0","1"
